50.883008,-2.795877
51.040142,-3.550936
51.060827,-3.1881
51.128428,-3.001039
51.113501,-2.450738
51.238118,-2.996294
51.089533,-2.514648
50.869792,-2.963316
51.275825,-2.775878
51.232772,-2.320391
51.149466,-2.715553
51.219234,-2.974107
50.924981,-2.910777
51.038134,-2.828719
50.975626,-2.767086
50.96765,-2.461283
51.205431,-3.477759
51.127889,-3.003632
51.089915,-3.01681
51.209011,-3.595055
51.015344,-3.106849
51.11273,-2.452841
51.055111,-2.733788
50.948076,-2.810525
51.105097,-2.926231
50.952113,-2.617107
51.013269,-3.100943
51.18213,-3.329193
50.977725,-3.227977
51.209001,-2.648059
51.161194,-3.31975
51.057193,-2.409408
51.042447,-3.312284
50.942061,-2.633308
